SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,SQ8,SQ9,SQ10,SQ11,SQ12,SQ13,SQ14,SQ15,SQ16,SQ17,SQ18,SQ19,SQ20,SQ21,SQ22,SQ23,SQ24,SQ25,SQ26,SQ27,SQ28,SQ29,SQ30,SQ31,SQ32,SQ33,SQ34,SQ35,SQ36,SQ37,SQ38,SQ39,SQ40,SQ41,SQ42,SQ43,SQ44,SQ45,SQ46,SQ47,SQ48,SQ49,SQ50,SQ51,SQ52,SQ53,SQ54,SQ55,SQ56,SQ57,SQ58,SQ59,SQ60,SQ61,SQ62,SQ63,SQ64,SQ65,SQ66,SQ67,SQ68
GET Cities Chicago,2022-05-31 13:45:05 UTC,Woman,Asian or Pacific Islander,60201 (Evanston),,60201,,Work full-time,I am a parent or caretaker of children.,4-year University or College degree (Bachelor’s degree or equivalent),No,Product Manager,,,"A year from now, I plan to stay in this role",,,,,,,Management support,Mid-career - 11-20 years,Agree,Every 3 years,Yes,Yes,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,A raise,No,41-50,Strongly Agree,"Low deductibles, Low Copays and prescription costs, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,No,Word of Mouth,five,62961be12b27a0171941c504,,,,,,desktop
GET Cities Chicago,2022-05-31 14:59:42 UTC,Woman,White or Caucasian,60446 (Romeoville),,60446,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Data Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support, Compensation",Intermediate level - 5-10 years,Agree,I have not been promoted.,Yes,Yes,Agree,Agree,Agree,Strongly Agree,Agree,Agree,A raise,No,21-30,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Having 100% of my plan covered by my employer each month, Low deductibles",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Word of Mouth,five,62962d5edfa8f96035390f39,,,,,,desktop
GET Cities Chicago,2022-05-31 20:02:27 UTC,Woman,White or Caucasian,60605 (Chicago),,60605,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Product Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation, Equitable opportunities for parents, Equitable opportunities for everyone working at the company",3-5 years,Agree,Every 2 years,Yes,No,Agree,Disagree,Agree,Agree,Agree,Agree,A raise,No,31-40,Agree,Diverse options for PPO plans,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62967453881595339b794d19,,,,,,desktop
GET Cities Chicago,2022-06-04 12:49:52 UTC,Woman,Black or African American,60013 (Cary),,60013,,Work full-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), Academy or Bootcamp",No,Network administrator,,,"A year from now, I plan to stay in this role",,,,,,,Advancement in your role,Mid-career - 11-20 years,Strongly Agree,Every 4 years or more,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Switching from one company to another,No,41-50,Agree,"Low deductibles, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,629b54f0b778670a391468bf,,,,,,mobile
GET Cities Chicago,2022-06-05 01:36:32 UTC,Woman,Black or African American,60056 (Mount Prospect),,60056,,Work part-time,I am a caretaker of adults.,4-year University or College degree (Bachelor’s degree or equivalent),No,Information Security Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Management support, Equitable opportunities for parents",Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,Every 2 years,Yes,Yes,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Agree,Strongly Disagree,Switching from one company to another,Yes,31-40,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Spousal coverage",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Word of Mouth,five,629c08a0c6f0dd5fd91e76c6,,,,,,desktop
GET Cities Chicago,2022-06-09 02:32:16 UTC,Woman,White or Caucasian,60015 (Deerfield),,60015,,Work full-time,None of the above,"Advanced post-graduate degree (e.g., Ph.D., law degree, medical degree), Academy or Bootcamp, 4-year University or College degree (Bachelor’s degree or equivalent), Taught on the job",No,Computer Network Architect,,,"A year from now, I plan to stay in this role",,,,,,,"Representation of people in my race, Advancement in your role, Management support",Intermediate level - 5-10 years,Strongly Agree,Every year,Yes,Yes,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,A promotion,Yes,41-50,Strongly Agree,"Low deductibles, Low Copays and prescription costs, Having 100% of my plan covered by my employer each month",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62a15bb018228f29a9578706,,,,,,mobile
GET Cities Chicago,2022-06-16 14:00:13 UTC,Woman,Black or African American,60034 (Hebron),,60034,,Work full-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Taught on the job, Post-graduate degree (Master’s degree or equivalent), Academy or Bootcamp",No,Computer Programmer,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Representation of people in my race, Equitable opportunities for parents",Mid-career - 11-20 years,Strongly Agree,Every 2 years,Yes,Yes,Strongly Agree,Neutral / Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,A bonus,No,51-60,Strongly Agree,"Diverse options for PPO plans, Low deductibles, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,No,GET Cities,five,62ab376d95a5944bfb1ec294,,,,,,mobile
GET Cities Chicago,2022-06-17 21:54:18 UTC,Woman,White or Caucasian,60025 (Glenview),,60025,,Work full-time,None of the above,"2-year college degree (Associate degree), High school or below",No,UI Designer,,,"A year from now, I plan to stay in this role",,,,,,,Management support,Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,Yes,No,Agree,Disagree,Agree,Strongly Agree,Neutral / Neither agree nor disagree,Strongly Agree,Switching from one company to another,No,41-50,Neutral / Neither agree nor disagree,"Low Copays and prescription costs, Coverage for emergencies, Coverage for people living with disabilities",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62acf80ac327191913228cb8,,,,,,mobile
GET Cities Chicago,2022-06-21 08:55:04 UTC,Woman,White or Caucasian,60007 (Elk Grove Village),,60007,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Advanced post-graduate degree (e.g., Ph.D., law degree, medical degree), High school or below",No,Cybersecurity,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support",Intermediate level - 5-10 years,Agree,Every 2 years,Yes,Yes,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,A raise,No,51-60,Strongly Agree,Having 100% of my plan covered by my employer each month,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62b187686b77027edd135253,,,,,,mobile
GET Cities Chicago,2022-06-28 07:24:07 UTC,Woman,White or Caucasian,60041 (Ingleside),,60041,,Work full-time,None of the above,"Academy or Bootcamp, Self-taught",No,Graphic Designer,,,I plan to exit this role in 12 months or less,,,,,,,Advancement in your role,Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Switching from one company to another,No,51-60,Agree,"Dependent coverage, Low deductibles",We all work remotely.,No,,,,,,,,,,,,,,,,,,No,LinkedIn,five,62baac97acf1955cca561fbc,,,,,,mobile
GET Cities Chicago,2022-07-04 18:35:40 UTC,Woman,White or Caucasian,60041 (Ingleside),,60041,,Work full-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), Academy or Bootcamp",No,Computer scientist,,,"A year from now, I plan to stay in this role",,,,,,,Equitable opportunities for parents,Intermediate level - 5-10 years,Strongly Agree,Every year,Yes,Yes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,A promotion,No,41-50,Agree,Having 100% of my plan covered by my employer each month,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62c332fcc3c55748cc306584,,,,,,mobile
GET Cities Chicago,2022-07-30 10:32:51 UTC,Woman,Multiracial or Biracial,60043 (Kenilworth),,60043,,Work full-time,I am a caretaker of adults.,"4-year University or College degree (Bachelor’s degree or equivalent), Academy or Bootcamp",No,Graphic Designer,,,"A year from now, I plan to stay in this role",,,,,,,Advancement in your role,Mid-career - 11-20 years,Agree,I have not been promoted.,No,No,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,A bonus,No,31-40,Strongly Agree,Diverse options for PPO plans,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62e508d3eac0a260a81610c0,,,,,,mobile
GET Cities Chicago,2022-08-01 11:28:49 UTC,Woman,Multiracial or Biracial,60626 (Chicago),,60626,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Post-graduate degree (Master’s degree or equivalent)",No,Computer systems administrator,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Management support, Advancement in your role",Senior-level - 20+ years,Strongly Agree,Every 2 years,Yes,Yes,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,A raise,I don't know.,51-60,Agree,"Having 100% of my plan covered by my employer each month, Coverage for emergencies",We all work remotely.,No,,,,,,,,,,,,,,,,,,No,LinkedIn,five,62e7b8f1e327953be70a449b,,,,,,mobile
GET Cities Chicago,2022-08-02 13:34:17 UTC,Woman,White or Caucasian,60071 (Richmond),,60071,,Work full-time,I am a parent or caretaker of children.,"2-year college degree (Associate degree), Academy or Bootcamp, High school or below, Self-taught",No,Digital interface Designer,,,I plan to exit this role in 12 months or less,,,,,,,Advancement in your role,Intermediate level - 5-10 years,Disagree,I have not been promoted.,Yes,Yes,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral / Neither agree nor disagree,Switching from one company to another,No,51-60,Disagree,"Low Copays and prescription costs, Low deductibles",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62e927d94a4eb022a84b04c4,,,,,,mobile
GET Cities Chicago,2022-08-03 16:53:06 UTC,Woman,Prefer not to reply,60111 (Clare),,60111,,Work full-time,None of the above,"Academy or Bootcamp, 4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent), Taught on the job",No,Computer Programmer,,,"A year from now, I plan to stay in this role",,,,,,,Advancement in your role,Mid-career - 11-20 years,Strongly Agree,Every year,Yes,Yes,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,A promotion,Yes,41-50,Agree,"Having 100% of my plan covered by my employer each month, Low Copays and prescription costs, Low deductibles",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62eaa7f2469591fa5701c76c,,,,,,mobile
GET Cities Chicago,2022-08-04 15:22:17 UTC,Woman,Black or African American,60010 (Barrington),,60010,,Work part-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below",No,Systems Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Equitable opportunities for parents, Compensation, Management support, Inclusion at your workplace",Intermediate level - 5-10 years,Disagree,I have not been promoted.,Yes,Yes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,A bonus,Yes,21-30,Strongly Agree,Low deductibles,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62ebe429c6bd72d04602a4b9,,,,,,mobile
GET Cities Chicago,2022-08-05 19:10:44 UTC,Woman,Multiracial or Biracial,60106 (Bensenville),,60106,,Work full-time,I am a parent or caretaker of children.,"2-year college degree (Associate degree), 4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent), Academy or Bootcamp, Self-taught",No,Computer Systems Analyst,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Equitable opportunities for parents",Mid-career - 11-20 years,Strongly Agree,Every 3 years,Yes,No,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A raise,No,41-50,Agree,"Low deductibles, Dependent coverage",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62ed6b34a016374bea005f61,,,,,,mobile
GET Cities Chicago,2022-08-06 00:56:21 UTC,Woman,White or Caucasian,60513 (Brookfield),,60513,,Work full-time,None of the above,"High school or below, 2-year college degree (Associate degree)",No,Software QA,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role, Inclusion at your workplace, Representation of people in my gender",Entry-level - 1-3 years,Strongly Agree,Every year,Yes,Yes,Strongly Agree,Strongly Agree,Agree,Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,A raise,No,21-30,Neutral / Neither agree nor disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Maybe,,,,,,,,,,,,,,,,,,No,LinkedIn,five,62edbc351234996adf0e549e,,,,,,mobile
GET Cities Chicago,2022-08-08 18:26:38 UTC,Woman,Prefer not to reply,60007 (Elk Grove Village),,60007,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Academy or Bootcamp, High school or below",No,Computer scientist,,,"A year from now, I plan to stay in this role",,,,,,,Inclusion at your workplace,Intermediate level - 5-10 years,Strongly Agree,Every 2 years,Yes,Yes,Neutral / Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,A promotion,No,41-50,Agree,"Having 100% of my plan covered by my employer each month, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62f1555e95493dcf7f077203,,,,,,mobile
GET Cities Chicago,2022-08-10 14:33:17 UTC,Woman,White or Caucasian,60178 (Sycamore),,60178,,Work full-time,None of the above,"Academy or Bootcamp, Self-taught, High school or below, Taught on the job",No,Graphic Designer,,,"A year from now, I plan to stay in this role",,,,,,,Compensation,Mid-career - 11-20 years,Strongly Agree,Every 4 years or more,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A bonus,No,41-50,Strongly Agree,"Coverage for emergencies, Coverage for people living with disabilities, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62f3c1ad72fb53adf50f9f05,,,,,,mobile
GET Cities Chicago,2022-08-10 17:38:57 UTC,Woman,Asian or Pacific Islander,53140 (Kenosha),,53140,,Work full-time,I am a caretaker of adults.,"High school or below, 4-year University or College degree (Bachelor’s degree or equivalent)",No,Network Architect,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Advancement in your role, Representation of people in my race",Intermediate level - 5-10 years,Strongly Agree,Every 2 years,Yes,Yes,Strongly Agree,Strongly Agree,Neutral / Neither agree nor disagree,Strongly Agree,Agree,Strongly Agree,A promotion,I don't know.,41-50,Neutral / Neither agree nor disagree,That I have insurance at all,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62f3ed31463bec220205bd89,,,,,,mobile
GET Cities Chicago,2022-08-11 16:33:51 UTC,Woman,Black or African American,60629 (Chicago),,60629,,Work full-time,None of the above,"Advanced post-graduate degree (e.g., Ph.D., law degree, medical degree), 4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Post-graduate degree (Master’s degree or equivalent)",No,Cybersecurity,,,"A year from now, I plan to stay in this role",,,,,,,"Management support, Representation of people in my race",Mid-career - 11-20 years,Strongly Agree,Every 2 years,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Switching from one company to another,No,51-60,Strongly Agree,Dependent coverage,We all work in-person,,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62f52f6ff9dc21c1bf0682b1,,,,,,mobile
GET Cities Chicago,2022-08-14 19:40:24 UTC,Woman,Black or African American,60005 (Arlington Heights),,60005,,Work part-time,I am a parent or caretaker of children.,"Academy or Bootcamp, Self-taught, High school or below",No,Graphic Designer,,,"A year from now, I plan to stay in this role",,,,,,,Compensation,Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Neutral / Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,A bonus,No,31-40,Neutral / Neither agree nor disagree,"Low deductibles, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,GET Cities,five,62f94fa86c9ebfdf18082a74,,,,,,mobile
GET Cities Chicago,2022-08-15 14:27:26 UTC,Woman,White or Caucasian,60467 (Orland Park),,60467,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), 2-year college degree (Associate degree), High school or below, Self-taught, Vocational training / Certificate program",No,Software Developer,,,"A year from now, I plan to stay in this role",,,,,,,Advancement in your role,Entry-level - 1-3 years,Agree,Every year,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,A promotion,No,21-30,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Diverse options for PPO plans, That I have insurance at all",We have a hybrid work environment e.g. a mix between in-person and remote.,d,,,,,,,,,,,,,,,,,,No,LinkedIn,five,62fa57ce91b0f3cf8402e169,,,,,,desktop
GET Cities Chicago,2022-08-16 12:26:50 UTC,Woman,White or Caucasian,60417 (Crete),,60417,,Work full-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below",No,User Experience Designer,,,I plan to exit this role in 12 months or less,,,,,,,"Compensation, Management support",Intermediate level - 5-10 years,Agree,I have not been promoted.,Yes,No,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,A bonus,No,41-50,Strongly Agree,Low deductibles,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,LinkedIn,five,62fb8d0ab4bcb2a87605fc3c,,,,,,mobile
GET Cities Chicago,2022-08-16 16:32:43 UTC,Woman,Multiracial or Biracial,60016 (Des Plaines),,60016,,Work full-time,None of the above,"2-year college degree (Associate degree), Self-taught, Academy or Bootcamp, Taught on the job, High school or below",No,Web Developer,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Compensation, Representation of people in my race, Advancement in your role",Mid-career - 11-20 years,Strongly Agree,Every 2 years,Yes,Yes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,A promotion,No,61-70,Agree,Coverage for emergencies,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,No,GET Cities,five,62fbc6ab668e6686e402d631,,,,,,mobile
GET Cities Chicago,2022-08-17 13:47:52 UTC,Woman,White or Caucasian,60411 (Chicago Heights),,60411,,Work full-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), Self-taught, High school or below, Post-graduate degree (Master’s degree or equivalent)",No,Database Architect,,,"A year from now, I plan to stay in this role",,,,,,,"Equitable opportunities for parents, Advancement in your role",Mid-career - 11-20 years,Strongly Agree,Every 2 years,Yes,Yes,Neutral / Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,A promotion,I don't know.,41-50,Strongly Agree,Having 100% of my plan covered by my employer each month,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,SHPE,five,62fcf18817cfecf76a051f10,,,,,,mobile
SHPE Chicago,2022-07-21 00:20:00 UTC,Woman,Hispanic or Latino,60540 (Naperville),,60540,,Work freelance/Independent contractor/Consultant,I am a caretaker of adults.,4-year University or College degree (Bachelor’s degree or equivalent),No,IT Project Manager,,,"A year from now, I plan to stay in this role",,,,,,,Advancement in your role,Mid-career - 11-20 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Neutral / Neither agree nor disagree,Disagree,Agree,Agree,Neutral / Neither agree nor disagree,Disagree,Switching from one company to another,Yes,41-50,Neutral / Neither agree nor disagree,Spousal coverage,We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,SHPE,five,62d89bb0c1337a4e92026e65,,,,,,desktop
SHPE Chicago,2022-07-21 00:39:50 UTC,Woman,Hispanic or Latino,60660 (Chicago),,60660,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,IT Project Manager,,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Compensation, Flexibility to work from anywhere",Mid-career - 11-20 years,Agree,Every 3 years,No,No,Disagree,Disagree,Agree,Disagree,Disagree,Neutral / Neither agree nor disagree,A raise,No,41-50,Agree,"Spousal coverage, Dependent coverage, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,SHPE,five,62d8a0562927337e1934ba3c,,,,,,mobile
SHPE Chicago,2022-07-21 01:19:11 UTC,Woman,Hispanic or Latino,60634 (Chicago),,60634,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Computer Hardware Engineer,,,"A year from now, I plan to stay in this role",,,,,,,"Representation of people in my gender, Representation of people in my race, Compensation, Inclusion at your workplace, Advancement in your role",Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Agree,Strongly Agree,Agree,A bonus,I don't know.,70+,Agree,"Diverse options for PPO plans, Spousal coverage, That I have insurance at all",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,No,SHPE,five,62d8a98f0f467f630809b7eb,,,,,,mobile
SHPE Chicago,2022-07-21 15:00:37 UTC,Woman,Hispanic or Latino,60510 (Batavia),,60510,,Work full-time,I am a parent or caretaker of children.,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,No,Yes,,,,,This was a natural progression (i.e. promotion),,,"Advancement in your role, Management support, Compensation",Senior-level - 20+ years,Neutral / Neither agree nor disagree,Every 4 years or more,Yes,Yes,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,A promotion,I don't know.,41-50,Agree,"Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare, Dependent coverage",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,SHPE,five,62d96a15f4cde52c0b28e047,,,,,,desktop
SHPE Chicago,2022-07-21 19:50:38 UTC,Woman,Hispanic or Latino,60403 (Crest Hill),,60403,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Data Analyst,,,"A year from now, I plan to stay in this role",,,,,,,Compensation,Intermediate level - 5-10 years,Agree,Every 2 years,Yes,No,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral / Neither agree nor disagree,Agree,A raise,No,31-40,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,SHPE,five,62d9ae0ecb8cdc0ad1606aba,,,,,,desktop
NSBE Chicago,2022-05-16 19:10:37 UTC,Woman,Black or African American,60649 (Chicago),,60649,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Compensation, Management support, Representation of people in my race, Representation of people in my gender, Equitable opportunities for parents",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,I have not been promoted.,No,No,Neutral / Neither agree nor disagree,Disagree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Disagree,Neutral / Neither agree nor disagree,N/a,No,41-50,Neutral / Neither agree nor disagree,"Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare, Having 100% of my plan covered by my employer each month",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,NSBE,five,6282a1adf0de273549183ac3,,,,,,mobile
NSBE Chicago,2022-06-01 15:10:42 UTC,Woman,Black or African American,60607 (Chicago),,60607,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Advanced post-graduate degree (e.g., Ph.D., law degree, medical degree)",No,Computer & Information Research Scientist,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Compensation",Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,Yes,Yes,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral / Neither agree nor disagree,A raise,No,31-40,Disagree,"Having 100% of my plan covered by my employer each month, Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,NSBE,five,62978172f6ae700ba315e75d,,,,,,desktop
NSBE Chicago,2022-06-07 19:34:56 UTC,Woman,Black or African American,60637 (Chicago),,60637,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Compensation, Management support",Mid-career - 11-20 years,Agree,Every 4 years or more,Yes,Yes,Agree,Disagree,Agree,Neutral / Neither agree nor disagree,Agree,Agree,A raise,No,31-40,Agree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,NSBE,five,629fa860c5d8632f517684df,,,,,,mobile
NSBE Chicago,2022-06-07 22:55:43 UTC,Woman,Black or African American,60517 (Woodridge),,60517,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role, Management support",Mid-career - 11-20 years,Agree,I have not been promoted.,Yes,Yes,Agree,Neutral / Neither agree nor disagree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,A raise,No,41-50,Strongly Agree,"Diverse options for PPO plans, Low Copays and prescription costs, Coverage for emergencies",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,NSBE,five,629fd76f1c05e86065595c48,,,,,,mobile
NSBE Chicago,2022-06-13 13:21:46 UTC,Woman,Black or African American,60563 (Naperville),,60563,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent), High school or below",No,Systems Engineer,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role",Mid-career - 11-20 years,Neutral / Neither agree nor disagree,Every 3 years,No,No,Neutral / Neither agree nor disagree,Disagree,Neutral / Neither agree nor disagree,Agree,Disagree,Neutral / Neither agree nor disagree,A promotion,No,41-50,Neutral / Neither agree nor disagree,"That I have insurance at all, Comprehensive plan options spanning vision, dental, and overall healthcare, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,NSBE,five,62a739ea2c79a26c831ce2e6,,,,,,desktop
